Train Metrics
Epoch 0, 25% 	 Loss : 1.0467e+02 	 Res : 1.0837e+01 	 MSE : 6.1127e+01
Validation Epoch 44 : 	 Train : 6.55101e-01 	 Res : 4.28384e-03 	 MSE : 3.31760e-01
Training Epoch 44 finished, took current epoch 52.49s, cumulative time 2351.51s
Epoch 45, 25% 	 Loss : 6.4684e-01 	 Res : 3.2285e-03 	 MSE : 6.1717e-01
Epoch 45, 50% 	 Loss : 6.5703e-01 	 Res : 2.9429e-03 	 MSE : 5.5273e-01
Epoch 45, 75% 	 Loss : 6.3604e-01 	 Res : 2.7164e-03 	 MSE : 5.3438e-01
Training Epoch 45 : 	 Train : 6.51275e-01 	 Res : 3.00416e-03 	 MSE : 5.57904e-01
Validation Epoch 45 : 	 Train : 6.38774e-01 	 Res : 2.79513e-03 	 MSE : 3.38336e-01
Training Epoch 45 finished, took current epoch 52.29s, cumulative time 2403.64s
Epoch 46, 25% 	 Loss : 6.3794e-01 	 Res : 2.6031e-03 	 MSE : 4.3214e-01
Epoch 46, 50% 	 Loss : 6.5498e-01 	 Res : 3.1667e-03 	 MSE : 4.0885e-01
Epoch 46, 75% 	 Loss : 6.6168e-01 	 Res : 3.9720e-03 	 MSE : 4.7980e-01
Training Epoch 46 : 	 Train : 6.56265e-01 	 Res : 3.27516e-03 	 MSE : 4.69535e-01
Validation Epoch 46 : 	 Train : 6.35569e-01 	 Res : 2.63593e-03 	 MSE : 7.78386e-01
Training Epoch 46 finished, took current epoch 52.34s, cumulative time 2455.82s
Epoch 47, 25% 	 Loss : 6.4312e-01 	 Res : 2.7552e-03 	 MSE : 5.8215e-01
Epoch 47, 50% 	 Loss : 6.4007e-01 	 Res : 2.6847e-03 	 MSE : 5.5805e-01
Epoch 47, 75% 	 Loss : 6.6372e-01 	 Res : 2.7672e-03 	 MSE : 5.0589e-01
Training Epoch 47 : 	 Train : 6.48898e-01 	 Res : 2.73616e-03 	 MSE : 5.13077e-01
Validation Epoch 47 : 	 Train : 6.46758e-01 	 Res : 3.71354e-03 	 MSE : 7.97300e-01
Training Epoch 47 finished, took current epoch 54.12s, cumulative time 2509.78s
Epoch 48, 25% 	 Loss : 6.5122e-01 	 Res : 2.8589e-03 	 MSE : 4.2475e-01
Epoch 48, 50% 	 Loss : 6.5525e-01 	 Res : 2.4224e-03 	 MSE : 4.4735e-01
Epoch 48, 75% 	 Loss : 6.5954e-01 	 Res : 2.9671e-03 	 MSE : 4.7489e-01
Training Epoch 48 : 	 Train : 6.54610e-01 	 Res : 2.78723e-03 	 MSE : 4.45642e-01
Validation Epoch 48 : 	 Train : 6.51460e-01 	 Res : 4.52105e-03 	 MSE : 4.76719e-01
Training Epoch 48 finished, took current epoch 51.75s, cumulative time 2561.40s
Epoch 49, 25% 	 Loss : 6.3304e-01 	 Res : 2.5313e-03 	 MSE : 3.6041e-01
Epoch 49, 50% 	 Loss : 6.5317e-01 	 Res : 3.1675e-03 	 MSE : 4.3083e-01
Epoch 49, 75% 	 Loss : 6.5314e-01 	 Res : 2.9952e-03 	 MSE : 4.3356e-01
Training Epoch 49 : 	 Train : 6.52959e-01 	 Res : 3.06637e-03 	 MSE : 4.40446e-01
Validation Epoch 49 : 	 Train : 6.35325e-01 	 Res : 2.12422e-03 	 MSE : 5.62600e-01
Training Epoch 49 finished, took current epoch 52.27s, cumulative time 2613.51s
Epoch 50, 25% 	 Loss : 6.6145e-01 	 Res : 4.9938e-03 	 MSE : 9.0763e-01
Epoch 50, 50% 	 Loss : 6.5867e-01 	 Res : 3.3290e-03 	 MSE : 3.0284e-01
Epoch 50, 75% 	 Loss : 6.5157e-01 	 Res : 2.5521e-03 	 MSE : 5.8351e-01
Training Epoch 50 : 	 Train : 6.56107e-01 	 Res : 3.41847e-03 	 MSE : 5.93907e-01
Validation Epoch 50 : 	 Train : 6.45946e-01 	 Res : 3.39381e-03 	 MSE : 7.41485e-01
Training Epoch 50 finished, took current epoch 51.90s, cumulative time 2665.22s
Epoch 51, 25% 	 Loss : 6.5533e-01 	 Res : 2.8185e-03 	 MSE : 5.1973e-01
Epoch 51, 50% 	 Loss : 6.5519e-01 	 Res : 3.3921e-03 	 MSE : 5.5171e-01
Epoch 51, 75% 	 Loss : 6.4583e-01 	 Res : 2.9169e-03 	 MSE : 6.2878e-01
Training Epoch 51 : 	 Train : 6.51800e-01 	 Res : 3.04792e-03 	 MSE : 5.20944e-01
Validation Epoch 51 : 	 Train : 6.79788e-01 	 Res : 8.23380e-03 	 MSE : 4.72777e-01
Training Epoch 51 finished, took current epoch 53.34s, cumulative time 2718.41s
Epoch 52, 25% 	 Loss : 6.4724e-01 	 Res : 3.7978e-03 	 MSE : 3.5214e-01
Epoch 52, 50% 	 Loss : 6.4366e-01 	 Res : 2.8457e-03 	 MSE : 3.9169e-01
Epoch 52, 75% 	 Loss : 6.6232e-01 	 Res : 3.2826e-03 	 MSE : 4.0810e-01
Training Epoch 52 : 	 Train : 6.55161e-01 	 Res : 3.48756e-03 	 MSE : 4.55958e-01
Validation Epoch 52 : 	 Train : 6.25348e-01 	 Res : 1.65620e-03 	 MSE : 1.33420e-01
Training Epoch 52 finished, took current epoch 52.95s, cumulative time 2771.06s
MODEL SAVED
Epoch 53, 25% 	 Loss : 6.5645e-01 	 Res : 3.0047e-03 	 MSE : 5.5066e-01
Epoch 53, 50% 	 Loss : 6.6152e-01 	 Res : 2.9450e-03 	 MSE : 5.4356e-01
Epoch 53, 75% 	 Loss : 6.4360e-01 	 Res : 2.6658e-03 	 MSE : 5.2775e-01
Training Epoch 53 : 	 Train : 6.46796e-01 	 Res : 2.92462e-03 	 MSE : 5.09642e-01
Validation Epoch 53 : 	 Train : 6.28431e-01 	 Res : 2.28978e-03 	 MSE : 1.89146e-01
Training Epoch 53 finished, took current epoch 52.70s, cumulative time 2823.58s
Epoch 54, 25% 	 Loss : 6.4625e-01 	 Res : 2.7339e-03 	 MSE : 5.6495e-01
Epoch 54, 50% 	 Loss : 6.3584e-01 	 Res : 2.7477e-03 	 MSE : 4.8890e-01
Epoch 54, 75% 	 Loss : 6.5604e-01 	 Res : 2.5886e-03 	 MSE : 5.5373e-01
Training Epoch 54 : 	 Train : 6.44146e-01 	 Res : 2.71681e-03 	 MSE : 5.16522e-01
Validation Epoch 54 : 	 Train : 6.32695e-01 	 Res : 2.54239e-03 	 MSE : 1.70027e-01
Training Epoch 54 finished, took current epoch 53.39s, cumulative time 2876.73s
Epoch 55, 25% 	 Loss : 6.4767e-01 	 Res : 2.8815e-03 	 MSE : 5.3062e-01
Epoch 55, 50% 	 Loss : 6.4368e-01 	 Res : 2.2273e-03 	 MSE : 3.5922e-01
Epoch 55, 75% 	 Loss : 6.3136e-01 	 Res : 2.5131e-03 	 MSE : 4.5283e-01
Training Epoch 55 : 	 Train : 6.45225e-01 	 Res : 2.56705e-03 	 MSE : 4.61294e-01
Validation Epoch 55 : 	 Train : 6.29752e-01 	 Res : 1.53502e-03 	 MSE : 1.33250e-01
Training Epoch 55 finished, took current epoch 52.97s, cumulative time 2929.35s
MODEL SAVED
Epoch 56, 25% 	 Loss : 6.5899e-01 	 Res : 3.1040e-03 	 MSE : 4.5234e-01
Epoch 56, 50% 	 Loss : 6.5505e-01 	 Res : 1.7290e-03 	 MSE : 2.6949e-01
Epoch 56, 75% 	 Loss : 6.3556e-01 	 Res : 2.6846e-03 	 MSE : 5.0500e-01
Training Epoch 56 : 	 Train : 6.46287e-01 	 Res : 2.61450e-03 	 MSE : 4.53319e-01
Validation Epoch 56 : 	 Train : 6.33425e-01 	 Res : 2.89659e-03 	 MSE : 1.68055e-01
Training Epoch 56 finished, took current epoch 53.08s, cumulative time 2982.28s
Epoch 57, 25% 	 Loss : 6.4564e-01 	 Res : 2.5585e-03 	 MSE : 3.8098e-01
Epoch 57, 50% 	 Loss : 6.4495e-01 	 Res : 3.2075e-03 	 MSE : 6.1171e-01
Epoch 57, 75% 	 Loss : 6.3647e-01 	 Res : 2.5245e-03 	 MSE : 3.4117e-01
Training Epoch 57 : 	 Train : 6.44666e-01 	 Res : 2.78884e-03 	 MSE : 4.17460e-01
Validation Epoch 57 : 	 Train : 6.28849e-01 	 Res : 2.29305e-03 	 MSE : 2.31439e-01
Training Epoch 57 finished, took current epoch 54.30s, cumulative time 3036.41s
Epoch 58, 25% 	 Loss : 6.5230e-01 	 Res : 2.5190e-03 	 MSE : 5.2298e-01
Epoch 58, 50% 	 Loss : 6.3358e-01 	 Res : 2.5098e-03 	 MSE : 3.7495e-01
Epoch 58, 75% 	 Loss : 6.5275e-01 	 Res : 3.6814e-03 	 MSE : 5.3783e-01
Training Epoch 58 : 	 Train : 6.46045e-01 	 Res : 2.85967e-03 	 MSE : 4.45046e-01
Validation Epoch 58 : 	 Train : 6.29929e-01 	 Res : 2.91156e-03 	 MSE : 7.02990e-01
Training Epoch 58 finished, took current epoch 52.96s, cumulative time 3089.19s
Epoch 59, 25% 	 Loss : 6.3599e-01 	 Res : 2.9092e-03 	 MSE : 5.5708e-01
Epoch 59, 50% 	 Loss : 6.5728e-01 	 Res : 3.4032e-03 	 MSE : 5.7611e-01
Epoch 59, 75% 	 Loss : 6.4225e-01 	 Res : 2.5381e-03 	 MSE : 4.4737e-01
Training Epoch 59 : 	 Train : 6.43608e-01 	 Res : 2.82646e-03 	 MSE : 5.18178e-01
Validation Epoch 59 : 	 Train : 6.25445e-01 	 Res : 1.84857e-03 	 MSE : 1.53830e-01
Training Epoch 59 finished, took current epoch 51.34s, cumulative time 3140.39s
Epoch 60, 25% 	 Loss : 6.3738e-01 	 Res : 3.0102e-03 	 MSE : 4.4864e-01
Epoch 60, 50% 	 Loss : 6.6583e-01 	 Res : 3.5410e-03 	 MSE : 4.3030e-01
Epoch 60, 75% 	 Loss : 6.4132e-01 	 Res : 2.4522e-03 	 MSE : 4.8295e-01
Training Epoch 60 : 	 Train : 6.43403e-01 	 Res : 2.78138e-03 	 MSE : 4.36324e-01
Validation Epoch 60 : 	 Train : 6.28788e-01 	 Res : 2.04709e-03 	 MSE : 3.61175e-01
Training Epoch 60 finished, took current epoch 52.55s, cumulative time 3192.76s
Epoch 61, 25% 	 Loss : 6.3863e-01 	 Res : 2.4846e-03 	 MSE : 5.2282e-01
Epoch 61, 50% 	 Loss : 6.4169e-01 	 Res : 2.8536e-03 	 MSE : 3.3848e-01
Epoch 61, 75% 	 Loss : 6.5293e-01 	 Res : 2.3876e-03 	 MSE : 4.4804e-01
Training Epoch 61 : 	 Train : 6.40998e-01 	 Res : 2.53909e-03 	 MSE : 4.58792e-01
Validation Epoch 61 : 	 Train : 6.23154e-01 	 Res : 1.81868e-03 	 MSE : 1.01621e-01
Training Epoch 61 finished, took current epoch 51.79s, cumulative time 3244.40s
Epoch 62, 25% 	 Loss : 6.4622e-01 	 Res : 2.3352e-03 	 MSE : 4.5409e-01
Epoch 62, 50% 	 Loss : 6.3738e-01 	 Res : 2.9961e-03 	 MSE : 4.9159e-01
Epoch 62, 75% 	 Loss : 6.4998e-01 	 Res : 3.1930e-03 	 MSE : 3.4825e-01
Training Epoch 62 : 	 Train : 6.43737e-01 	 Res : 2.86770e-03 	 MSE : 4.56474e-01
Validation Epoch 62 : 	 Train : 6.30738e-01 	 Res : 2.86599e-03 	 MSE : 8.44212e-01
Training Epoch 62 finished, took current epoch 53.22s, cumulative time 3297.45s
Epoch 63, 25% 	 Loss : 6.4298e-01 	 Res : 3.1475e-03 	 MSE : 3.7248e-01
Epoch 63, 50% 	 Loss : 6.5104e-01 	 Res : 2.5585e-03 	 MSE : 4.8374e-01
Epoch 63, 75% 	 Loss : 6.3704e-01 	 Res : 2.4990e-03 	 MSE : 5.0303e-01
Training Epoch 63 : 	 Train : 6.44011e-01 	 Res : 2.77619e-03 	 MSE : 4.56648e-01
Validation Epoch 63 : 	 Train : 6.20301e-01 	 Res : 1.59314e-03 	 MSE : 3.31555e-01
Training Epoch 63 finished, took current epoch 52.64s, cumulative time 3349.93s
Epoch 64, 25% 	 Loss : 6.3626e-01 	 Res : 2.5111e-03 	 MSE : 4.9208e-01
Epoch 64, 50% 	 Loss : 6.3052e-01 	 Res : 2.0789e-03 	 MSE : 4.1694e-01
Epoch 64, 75% 	 Loss : 6.5047e-01 	 Res : 2.7053e-03 	 MSE : 3.4080e-01
Training Epoch 64 : 	 Train : 6.41207e-01 	 Res : 2.60996e-03 	 MSE : 4.21882e-01
Validation Epoch 64 : 	 Train : 6.24461e-01 	 Res : 2.02481e-03 	 MSE : 5.35601e-01
Training Epoch 64 finished, took current epoch 54.02s, cumulative time 3403.81s
Epoch 65, 25% 	 Loss : 6.4354e-01 	 Res : 2.8642e-03 	 MSE : 3.6203e-01
Epoch 65, 50% 	 Loss : 6.2323e-01 	 Res : 2.2813e-03 	 MSE : 4.4128e-01
Epoch 65, 75% 	 Loss : 6.5988e-01 	 Res : 2.3799e-03 	 MSE : 4.9036e-01
Training Epoch 65 : 	 Train : 6.38487e-01 	 Res : 2.44292e-03 	 MSE : 4.23215e-01
Validation Epoch 65 : 	 Train : 6.60968e-01 	 Res : 5.53713e-03 	 MSE : 1.14884e-01
Training Epoch 65 finished, took current epoch 52.75s, cumulative time 3456.41s
Epoch 66, 25% 	 Loss : 6.4281e-01 	 Res : 2.5889e-03 	 MSE : 4.6009e-01
Epoch 66, 50% 	 Loss : 6.4836e-01 	 Res : 3.0094e-03 	 MSE : 4.0721e-01
Epoch 66, 75% 	 Loss : 6.3608e-01 	 Res : 2.2519e-03 	 MSE : 4.0489e-01
Training Epoch 66 : 	 Train : 6.41844e-01 	 Res : 2.68373e-03 	 MSE : 4.38362e-01
Validation Epoch 66 : 	 Train : 6.51515e-01 	 Res : 2.79344e-03 	 MSE : 2.25429e-01
Training Epoch 66 finished, took current epoch 52.83s, cumulative time 3509.08s
Epoch 67, 25% 	 Loss : 6.6153e-01 	 Res : 3.8930e-03 	 MSE : 5.6868e-01
Epoch 67, 50% 	 Loss : 6.3028e-01 	 Res : 2.3803e-03 	 MSE : 3.6445e-01
Epoch 67, 75% 	 Loss : 6.3066e-01 	 Res : 1.9099e-03 	 MSE : 4.1038e-01
Training Epoch 67 : 	 Train : 6.44278e-01 	 Res : 2.73625e-03 	 MSE : 4.18895e-01
Validation Epoch 67 : 	 Train : 6.41548e-01 	 Res : 3.84283e-03 	 MSE : 4.20978e-01
Training Epoch 67 finished, took current epoch 52.35s, cumulative time 3561.27s
Epoch 68, 25% 	 Loss : 6.5146e-01 	 Res : 2.6628e-03 	 MSE : 4.3860e-01
Epoch 68, 50% 	 Loss : 6.2532e-01 	 Res : 2.2325e-03 	 MSE : 4.4157e-01
Epoch 68, 75% 	 Loss : 6.4630e-01 	 Res : 2.5119e-03 	 MSE : 4.3256e-01
Training Epoch 68 : 	 Train : 6.36434e-01 	 Res : 2.37303e-03 	 MSE : 4.31864e-01
Validation Epoch 68 : 	 Train : 6.25056e-01 	 Res : 2.53819e-03 	 MSE : 2.38927e-01
Training Epoch 68 finished, took current epoch 52.65s, cumulative time 3613.77s
Epoch 69, 25% 	 Loss : 6.4468e-01 	 Res : 2.0912e-03 	 MSE : 4.3167e-01
Epoch 69, 50% 	 Loss : 6.2127e-01 	 Res : 2.2000e-03 	 MSE : 4.7274e-01
Epoch 69, 75% 	 Loss : 6.4488e-01 	 Res : 1.5945e-03 	 MSE : 3.2164e-01
Training Epoch 69 : 	 Train : 6.37926e-01 	 Res : 2.21364e-03 	 MSE : 4.44077e-01
Validation Epoch 69 : 	 Train : 6.21452e-01 	 Res : 1.73198e-03 	 MSE : 5.77670e-01
Training Epoch 69 finished, took current epoch 53.36s, cumulative time 3666.95s
Epoch 70, 25% 	 Loss : 6.4449e-01 	 Res : 3.1070e-03 	 MSE : 4.9861e-01
Epoch 70, 50% 	 Loss : 6.4386e-01 	 Res : 2.5223e-03 	 MSE : 4.4364e-01
Epoch 70, 75% 	 Loss : 6.4127e-01 	 Res : 2.5614e-03 	 MSE : 2.7691e-01
Training Epoch 70 : 	 Train : 6.42623e-01 	 Res : 2.74552e-03 	 MSE : 3.77832e-01
Validation Epoch 70 : 	 Train : 6.64930e-01 	 Res : 4.53487e-03 	 MSE : 3.53521e-01
Training Epoch 70 finished, took current epoch 50.65s, cumulative time 3717.47s
Epoch 71, 25% 	 Loss : 6.4908e-01 	 Res : 3.0890e-03 	 MSE : 5.1937e-01
Epoch 71, 50% 	 Loss : 6.4626e-01 	 Res : 2.5232e-03 	 MSE : 4.2363e-01
Epoch 71, 75% 	 Loss : 6.3921e-01 	 Res : 2.3782e-03 	 MSE : 4.2451e-01
Training Epoch 71 : 	 Train : 6.39511e-01 	 Res : 2.54759e-03 	 MSE : 4.54343e-01
Validation Epoch 71 : 	 Train : 6.32898e-01 	 Res : 2.37388e-03 	 MSE : 2.49731e-01
Training Epoch 71 finished, took current epoch 53.58s, cumulative time 3770.90s
Epoch 72, 25% 	 Loss : 6.4843e-01 	 Res : 2.2179e-03 	 MSE : 4.4300e-01
Epoch 72, 50% 	 Loss : 6.3867e-01 	 Res : 2.3446e-03 	 MSE : 4.9097e-01
Epoch 72, 75% 	 Loss : 6.3818e-01 	 Res : 2.3690e-03 	 MSE : 4.3302e-01
Training Epoch 72 : 	 Train : 6.36618e-01 	 Res : 2.30015e-03 	 MSE : 4.35951e-01
Validation Epoch 72 : 	 Train : 6.31529e-01 	 Res : 3.52214e-03 	 MSE : 5.95681e-01
Training Epoch 72 finished, took current epoch 53.29s, cumulative time 3824.02s
Epoch 73, 25% 	 Loss : 6.3801e-01 	 Res : 2.0577e-03 	 MSE : 3.3967e-01
Epoch 73, 50% 	 Loss : 6.3994e-01 	 Res : 2.4749e-03 	 MSE : 2.7107e-01
Epoch 73, 75% 	 Loss : 6.3220e-01 	 Res : 2.4682e-03 	 MSE : 3.8831e-01
Training Epoch 73 : 	 Train : 6.38615e-01 	 Res : 2.26600e-03 	 MSE : 3.50378e-01
Validation Epoch 73 : 	 Train : 6.15605e-01 	 Res : 1.34590e-03 	 MSE : 3.84776e-01
Training Epoch 73 finished, took current epoch 51.34s, cumulative time 3874.96s
MODEL SAVED
Epoch 74, 25% 	 Loss : 6.4575e-01 	 Res : 2.0059e-03 	 MSE : 4.1895e-01
Epoch 74, 50% 	 Loss : 6.3768e-01 	 Res : 2.0957e-03 	 MSE : 3.6253e-01
Epoch 74, 75% 	 Loss : 6.1892e-01 	 Res : 2.4546e-03 	 MSE : 4.1908e-01
Training Epoch 74 : 	 Train : 6.34435e-01 	 Res : 2.18427e-03 	 MSE : 3.95821e-01
Validation Epoch 74 : 	 Train : 6.18902e-01 	 Res : 1.87110e-03 	 MSE : 2.47742e-01
Training Epoch 74 finished, took current epoch 51.51s, cumulative time 3926.27s
Epoch 75, 25% 	 Loss : 6.3624e-01 	 Res : 2.3361e-03 	 MSE : 4.5517e-01
Epoch 75, 50% 	 Loss : 6.3716e-01 	 Res : 2.0327e-03 	 MSE : 4.1289e-01
Epoch 75, 75% 	 Loss : 6.3304e-01 	 Res : 2.0760e-03 	 MSE : 3.8367e-01
Training Epoch 75 : 	 Train : 6.32448e-01 	 Res : 2.02070e-03 	 MSE : 4.03536e-01
Validation Epoch 75 : 	 Train : 6.20730e-01 	 Res : 1.61381e-03 	 MSE : 1.54547e-01
Training Epoch 75 finished, took current epoch 51.18s, cumulative time 3977.27s
Epoch 76, 25% 	 Loss : 6.4567e-01 	 Res : 1.9476e-03 	 MSE : 3.4697e-01
Epoch 76, 50% 	 Loss : 6.5170e-01 	 Res : 2.2565e-03 	 MSE : 3.7176e-01
Epoch 76, 75% 	 Loss : 6.2636e-01 	 Res : 2.4214e-03 	 MSE : 4.1232e-01
Training Epoch 76 : 	 Train : 6.37690e-01 	 Res : 2.21759e-03 	 MSE : 3.94205e-01
Validation Epoch 76 : 	 Train : 6.18311e-01 	 Res : 1.72940e-03 	 MSE : 4.83442e-01
Training Epoch 76 finished, took current epoch 50.69s, cumulative time 4027.82s
Epoch 77, 25% 	 Loss : 6.2296e-01 	 Res : 1.8046e-03 	 MSE : 3.9058e-01
Epoch 77, 50% 	 Loss : 6.4116e-01 	 Res : 1.8638e-03 	 MSE : 4.0876e-01
Epoch 77, 75% 	 Loss : 6.3629e-01 	 Res : 1.4649e-03 	 MSE : 2.5707e-01
Training Epoch 77 : 	 Train : 6.32042e-01 	 Res : 1.81103e-03 	 MSE : 3.29272e-01
Validation Epoch 77 : 	 Train : 6.22840e-01 	 Res : 2.27146e-03 	 MSE : 3.48592e-01
Training Epoch 77 finished, took current epoch 53.21s, cumulative time 4080.87s
Epoch 78, 25% 	 Loss : 6.3512e-01 	 Res : 2.3191e-03 	 MSE : 4.5790e-01
Epoch 78, 50% 	 Loss : 6.3852e-01 	 Res : 2.1248e-03 	 MSE : 4.6178e-01
Epoch 78, 75% 	 Loss : 6.3377e-01 	 Res : 1.9318e-03 	 MSE : 4.1114e-01
Training Epoch 78 : 	 Train : 6.32853e-01 	 Res : 2.10747e-03 	 MSE : 4.43709e-01
Validation Epoch 78 : 	 Train : 6.25730e-01 	 Res : 2.38344e-03 	 MSE : 3.07617e-01
Training Epoch 78 finished, took current epoch 52.83s, cumulative time 4133.53s
Epoch 79, 25% 	 Loss : 6.3133e-01 	 Res : 2.7271e-03 	 MSE : 2.5962e-01
Epoch 79, 50% 	 Loss : 6.1624e-01 	 Res : 2.2395e-03 	 MSE : 3.8652e-01
Epoch 79, 75% 	 Loss : 6.3994e-01 	 Res : 2.8467e-03 	 MSE : 3.3501e-01
Training Epoch 79 : 	 Train : 6.38309e-01 	 Res : 2.64096e-03 	 MSE : 3.49118e-01
Validation Epoch 79 : 	 Train : 6.45050e-01 	 Res : 4.64483e-03 	 MSE : 6.24052e-01
Training Epoch 79 finished, took current epoch 52.54s, cumulative time 4185.95s
Epoch 80, 25% 	 Loss : 6.3638e-01 	 Res : 1.9260e-03 	 MSE : 3.1344e-01
Epoch 80, 50% 	 Loss : 6.3766e-01 	 Res : 2.0899e-03 	 MSE : 1.8011e-01
Epoch 80, 75% 	 Loss : 6.2870e-01 	 Res : 2.0500e-03 	 MSE : 4.3668e-01
Training Epoch 80 : 	 Train : 6.35594e-01 	 Res : 2.16859e-03 	 MSE : 3.34051e-01
Validation Epoch 80 : 	 Train : 6.14275e-01 	 Res : 9.09837e-04 	 MSE : 1.72201e-01
Training Epoch 80 finished, took current epoch 54.19s, cumulative time 4239.87s
MODEL SAVED
Epoch 81, 25% 	 Loss : 6.4903e-01 	 Res : 2.7073e-03 	 MSE : 3.5465e-01
Epoch 81, 50% 	 Loss : 6.3068e-01 	 Res : 2.1041e-03 	 MSE : 3.7927e-01
Epoch 81, 75% 	 Loss : 6.4068e-01 	 Res : 2.4120e-03 	 MSE : 4.0695e-01
Training Epoch 81 : 	 Train : 6.37821e-01 	 Res : 2.44588e-03 	 MSE : 3.58093e-01
Validation Epoch 81 : 	 Train : 6.18005e-01 	 Res : 1.46446e-03 	 MSE : 9.14149e-02
Training Epoch 81 finished, took current epoch 53.52s, cumulative time 4293.16s
Epoch 82, 25% 	 Loss : 6.3576e-01 	 Res : 2.4252e-03 	 MSE : 2.8665e-01
Epoch 82, 50% 	 Loss : 6.5726e-01 	 Res : 3.3267e-03 	 MSE : 3.5263e-01
Epoch 82, 75% 	 Loss : 6.2349e-01 	 Res : 2.7125e-03 	 MSE : 3.9265e-01
Training Epoch 82 : 	 Train : 6.39880e-01 	 Res : 2.86921e-03 	 MSE : 3.77275e-01
Validation Epoch 82 : 	 Train : 6.32869e-01 	 Res : 4.12617e-03 	 MSE : 1.38046e-01
Training Epoch 82 finished, took current epoch 53.18s, cumulative time 4346.20s
Epoch 83, 25% 	 Loss : 6.5426e-01 	 Res : 2.7655e-03 	 MSE : 3.6431e-01
Epoch 83, 50% 	 Loss : 6.1157e-01 	 Res : 2.1888e-03 	 MSE : 4.1569e-01
Epoch 83, 75% 	 Loss : 6.3463e-01 	 Res : 1.9514e-03 	 MSE : 4.1960e-01
Training Epoch 83 : 	 Train : 6.34197e-01 	 Res : 2.18436e-03 	 MSE : 3.86991e-01
Validation Epoch 83 : 	 Train : 6.18626e-01 	 Res : 9.92801e-04 	 MSE : 8.16187e-02
Training Epoch 83 finished, took current epoch 53.91s, cumulative time 4399.98s
Epoch 84, 25% 	 Loss : 6.2633e-01 	 Res : 1.5630e-03 	 MSE : 2.9285e-01
Epoch 84, 50% 	 Loss : 6.3525e-01 	 Res : 2.2596e-03 	 MSE : 3.7624e-01
Epoch 84, 75% 	 Loss : 6.4529e-01 	 Res : 2.3312e-03 	 MSE : 4.6284e-01
Training Epoch 84 : 	 Train : 6.34604e-01 	 Res : 2.07310e-03 	 MSE : 3.78681e-01
Validation Epoch 84 : 	 Train : 6.24050e-01 	 Res : 2.57715e-03 	 MSE : 6.60567e-01
Training Epoch 84 finished, took current epoch 52.60s, cumulative time 4452.45s
Epoch 85, 25% 	 Loss : 6.3279e-01 	 Res : 2.2889e-03 	 MSE : 4.5435e-01
Epoch 85, 50% 	 Loss : 6.2246e-01 	 Res : 2.0472e-03 	 MSE : 3.8514e-01
Epoch 85, 75% 	 Loss : 6.5169e-01 	 Res : 2.0413e-03 	 MSE : 4.3802e-01
Training Epoch 85 : 	 Train : 6.32400e-01 	 Res : 2.03782e-03 	 MSE : 4.12079e-01
Validation Epoch 85 : 	 Train : 6.17537e-01 	 Res : 1.80295e-03 	 MSE : 5.56483e-01
Training Epoch 85 finished, took current epoch 53.18s, cumulative time 4505.51s
Epoch 86, 25% 	 Loss : 6.2487e-01 	 Res : 1.7753e-03 	 MSE : 4.1141e-01
Epoch 86, 50% 	 Loss : 6.4310e-01 	 Res : 1.8923e-03 	 MSE : 4.1183e-01
Epoch 86, 75% 	 Loss : 6.3148e-01 	 Res : 2.2224e-03 	 MSE : 4.4609e-01
Training Epoch 86 : 	 Train : 6.31618e-01 	 Res : 2.05075e-03 	 MSE : 4.04779e-01
Validation Epoch 86 : 	 Train : 6.29179e-01 	 Res : 2.64349e-03 	 MSE : 3.59533e-01
Training Epoch 86 finished, took current epoch 53.03s, cumulative time 4558.41s
Epoch 87, 25% 	 Loss : 6.2776e-01 	 Res : 2.1238e-03 	 MSE : 4.4383e-01
Epoch 87, 50% 	 Loss : 6.3317e-01 	 Res : 2.1432e-03 	 MSE : 3.9241e-01
Epoch 87, 75% 	 Loss : 6.3916e-01 	 Res : 2.6688e-03 	 MSE : 3.8266e-01
Training Epoch 87 : 	 Train : 6.39003e-01 	 Res : 2.64589e-03 	 MSE : 3.80733e-01
Validation Epoch 87 : 	 Train : 6.41437e-01 	 Res : 4.57262e-03 	 MSE : 1.85040e-01
Training Epoch 87 finished, took current epoch 53.43s, cumulative time 4611.70s
Epoch 88, 25% 	 Loss : 6.2846e-01 	 Res : 2.3091e-03 	 MSE : 3.0467e-01
Epoch 88, 50% 	 Loss : 6.2893e-01 	 Res : 1.8091e-03 	 MSE : 3.8544e-01
Epoch 88, 75% 	 Loss : 6.2492e-01 	 Res : 2.2833e-03 	 MSE : 4.1818e-01
Training Epoch 88 : 	 Train : 6.32340e-01 	 Res : 2.09678e-03 	 MSE : 3.80112e-01
Validation Epoch 88 : 	 Train : 6.29490e-01 	 Res : 3.76605e-03 	 MSE : 3.99898e-01
Training Epoch 88 finished, took current epoch 53.94s, cumulative time 4665.52s
Epoch 89, 25% 	 Loss : 6.2480e-01 	 Res : 1.7482e-03 	 MSE : 3.7453e-01
Epoch 89, 50% 	 Loss : 6.1525e-01 	 Res : 1.7268e-03 	 MSE : 3.6509e-01
Epoch 89, 75% 	 Loss : 6.6354e-01 	 Res : 3.3827e-03 	 MSE : 2.5532e-01
