Train Metrics
Epoch 0, 25% 	 Loss : 4.8200e+00 	 Res : 3.7218e+00 	 Jac : 9.8467e-02 	 Enc : 6.8557e-01 	 AEnc : 2.6680e-01 	 MSE : 4.7332e+01
Epoch 24, 50% 	 Loss : 2.9139e-01 	 Res : 1.4184e-01 	 Jac : 4.9041e-02 	 Enc : 2.2258e-02 	 AEnc : 4.9468e-02 	 MSE : 2.8784e+01
Epoch 24, 75% 	 Loss : 4.9402e-01 	 Res : 2.5338e-01 	 Jac : 5.5476e-02 	 Enc : 2.4113e-02 	 AEnc : 1.2780e-01 	 MSE : 3.3258e+01
Training Epoch 24 : 	 Train : 3.42486e-01 	 Res : 1.65069e-01 	 Jac : 5.19535e-02 	 Enc : 2.45009e-02 	 AE : 7.22577e-02 	 MSE : 2.87047e+01
Validation Epoch 24 : 	 Train : 2.90393e-01 	 Res : 8.03034e-02 	 Jac : 5.04715e-02 	 Enc : 1.81746e-02 	 AE : 1.25017e-01 	 MSE : 1.64260e+01
Training Epoch 24 finished, took current epoch 420.55s, cumulative time 9826.68s
Current Learning rate DEQ : 0.005
Current Learning rate AUTOENC : 0.01
Epoch 25, 25% 	 Loss : 2.0261e-01 	 Res : 7.5131e-02 	 Jac : 5.6337e-02 	 Enc : 1.9638e-02 	 AEnc : 3.4138e-02 	 MSE : 1.7366e+01
Epoch 25, 50% 	 Loss : 2.0499e-01 	 Res : 6.8154e-02 	 Jac : 5.7691e-02 	 Enc : 1.9090e-02 	 AEnc : 4.2145e-02 	 MSE : 1.7914e+01
Epoch 25, 75% 	 Loss : 3.2961e-01 	 Res : 1.1702e-01 	 Jac : 4.8616e-02 	 Enc : 2.1017e-02 	 AEnc : 1.2010e-01 	 MSE : 2.2852e+01
Training Epoch 25 : 	 Train : 2.44316e-01 	 Res : 8.45800e-02 	 Jac : 5.33242e-02 	 Enc : 1.99442e-02 	 AE : 6.78672e-02 	 MSE : 1.86008e+01
Validation Epoch 25 : 	 Train : 1.48082e-01 	 Res : 4.03149e-02 	 Jac : 4.49172e-02 	 Enc : 1.87986e-02 	 AE : 2.91750e-02 	 MSE : 1.48761e+01
Training Epoch 25 finished, took current epoch 417.44s, cumulative time 10244.04s
Current Learning rate DEQ : 0.005
Current Learning rate AUTOENC : 0.01
MODEL SAVED
Epoch 26, 25% 	 Loss : 5.4929e-01 	 Res : 3.6788e-01 	 Jac : 5.4328e-02 	 Enc : 2.8903e-02 	 AEnc : 5.7997e-02 	 MSE : 4.0179e+01
Epoch 26, 50% 	 Loss : 2.7563e-01 	 Res : 1.2223e-01 	 Jac : 5.3596e-02 	 Enc : 2.1938e-02 	 AEnc : 5.6085e-02 	 MSE : 2.1784e+01
Epoch 26, 75% 	 Loss : 2.0709e-01 	 Res : 8.4509e-02 	 Jac : 5.4406e-02 	 Enc : 1.9692e-02 	 AEnc : 3.3339e-02 	 MSE : 1.5145e+01
Training Epoch 26 : 	 Train : 3.23366e-01 	 Res : 1.77940e-01 	 Jac : 5.47502e-02 	 Enc : 2.25319e-02 	 AE : 4.30891e-02 	 MSE : 2.50550e+01
Validation Epoch 26 : 	 Train : 2.20553e-01 	 Res : 1.07426e-01 	 Jac : 3.60724e-02 	 Enc : 1.84318e-02 	 AE : 3.49456e-02 	 MSE : 2.36769e+01
Training Epoch 26 finished, took current epoch 419.00s, cumulative time 10663.02s
Current Learning rate DEQ : 0.005
Current Learning rate AUTOENC : 0.01
Epoch 27, 25% 	 Loss : 2.4201e-01 	 Res : 1.1147e-01 	 Jac : 5.0636e-02 	 Enc : 2.1538e-02 	 AEnc : 3.1077e-02 	 MSE : 2.7291e+01
Epoch 27, 50% 	 Loss : 2.7567e-01 	 Res : 9.7287e-02 	 Jac : 4.9340e-02 	 Enc : 1.8458e-02 	 AEnc : 9.0596e-02 	 MSE : 1.9989e+01
Epoch 27, 75% 	 Loss : 2.7206e-01 	 Res : 1.1852e-01 	 Jac : 5.3693e-02 	 Enc : 2.0377e-02 	 AEnc : 5.6250e-02 	 MSE : 2.3220e+01
Training Epoch 27 : 	 Train : 2.59240e-01 	 Res : 1.08696e-01 	 Jac : 4.97673e-02 	 Enc : 2.00914e-02 	 AE : 5.67961e-02 	 MSE : 2.38887e+01
Validation Epoch 27 : 	 Train : 1.34959e-01 	 Res : 4.34934e-02 	 Jac : 5.15453e-02 	 Enc : 1.68157e-02 	 AE : 1.34130e-02 	 MSE : 9.69183e+00
Training Epoch 27 finished, took current epoch 443.89s, cumulative time 11106.90s
Current Learning rate DEQ : 0.005
Current Learning rate AUTOENC : 0.01
Epoch 28, 25% 	 Loss : 2.5894e-01 	 Res : 1.3366e-01 	 Jac : 5.1405e-02 	 Enc : 1.8894e-02 	 AEnc : 2.6931e-02 	 MSE : 2.8054e+01
Epoch 28, 50% 	 Loss : 2.1156e-01 	 Res : 7.6238e-02 	 Jac : 5.2619e-02 	 Enc : 1.6223e-02 	 AEnc : 4.7520e-02 	 MSE : 1.8962e+01
Epoch 28, 75% 	 Loss : 1.9489e-01 	 Res : 7.3836e-02 	 Jac : 4.8654e-02 	 Enc : 1.6644e-02 	 AEnc : 3.7026e-02 	 MSE : 1.8731e+01
Training Epoch 28 : 	 Train : 2.46222e-01 	 Res : 1.11484e-01 	 Jac : 5.10293e-02 	 Enc : 1.74980e-02 	 AE : 4.24279e-02 	 MSE : 2.37825e+01
Validation Epoch 28 : 	 Train : 2.66174e-01 	 Res : 1.17864e-01 	 Jac : 2.90068e-02 	 Enc : 1.44399e-02 	 AE : 8.02903e-02 	 MSE : 2.45724e+01
Training Epoch 28 finished, took current epoch 418.42s, cumulative time 11525.31s
Current Learning rate DEQ : 0.005
Current Learning rate AUTOENC : 0.01
Epoch 29, 25% 	 Loss : 2.3692e-01 	 Res : 1.1006e-01 	 Jac : 4.2940e-02 	 Enc : 1.6064e-02 	 AEnc : 4.7844e-02 	 MSE : 2.0010e+01
Epoch 29, 50% 	 Loss : 2.6894e-01 	 Res : 1.5767e-01 	 Jac : 4.4078e-02 	 Enc : 1.6399e-02 	 AEnc : 2.6709e-02 	 MSE : 2.4084e+01
Epoch 29, 75% 	 Loss : 2.1699e-01 	 Res : 9.2201e-02 	 Jac : 4.8719e-02 	 Enc : 1.4375e-02 	 AEnc : 4.0981e-02 	 MSE : 2.0719e+01
Training Epoch 29 : 	 Train : 2.39887e-01 	 Res : 1.17989e-01 	 Jac : 4.79330e-02 	 Enc : 1.55975e-02 	 AE : 3.71986e-02 	 MSE : 2.11692e+01
Validation Epoch 29 : 	 Train : 2.04584e-01 	 Res : 7.94190e-02 	 Jac : 7.72970e-02 	 Enc : 2.06496e-02 	 AE : 1.92732e-02 	 MSE : 7.94507e+00
Training Epoch 29 finished, took current epoch 491.40s, cumulative time 12016.69s
Current Learning rate DEQ : 0.005
Current Learning rate AUTOENC : 0.01
Epoch 30, 25% 	 Loss : 2.6159e-01 	 Res : 1.2339e-01 	 Jac : 6.3654e-02 	 Enc : 1.4823e-02 	 AEnc : 3.8550e-02 	 MSE : 2.1170e+01
Epoch 30, 50% 	 Loss : 2.2846e-01 	 Res : 1.2429e-01 	 Jac : 4.4404e-02 	 Enc : 1.6546e-02 	 AEnc : 1.5487e-02 	 MSE : 2.7735e+01
Epoch 30, 75% 	 Loss : 5.3746e-01 	 Res : 4.0069e-01 	 Jac : 4.1475e-02 	 Enc : 1.7613e-02 	 AEnc : 3.8150e-02 	 MSE : 3.9528e+01
Training Epoch 30 : 	 Train : 3.22221e-01 	 Res : 1.94913e-01 	 Jac : 5.11884e-02 	 Enc : 1.58518e-02 	 AE : 3.22443e-02 	 MSE : 2.80238e+01
Validation Epoch 30 : 	 Train : 3.59325e-01 	 Res : 2.01752e-01 	 Jac : 6.96693e-02 	 Enc : 1.28631e-02 	 AE : 3.05867e-02 	 MSE : 4.44538e+01
Training Epoch 30 finished, took current epoch 453.09s, cumulative time 12469.75s
Current Learning rate DEQ : 0.005
Current Learning rate AUTOENC : 0.01
Epoch 31, 25% 	 Loss : 1.9754e-01 	 Res : 9.7527e-02 	 Jac : 4.5431e-02 	 Enc : 1.1302e-02 	 AEnc : 1.9310e-02 	 MSE : 2.3970e+01
Epoch 31, 50% 	 Loss : 1.8766e-01 	 Res : 9.5449e-02 	 Jac : 4.3203e-02 	 Enc : 1.2161e-02 	 AEnc : 1.1876e-02 	 MSE : 2.4975e+01
Epoch 31, 75% 	 Loss : 3.8921e-01 	 Res : 2.6261e-01 	 Jac : 5.1332e-02 	 Enc : 1.7887e-02 	 AEnc : 2.2193e-02 	 MSE : 3.5185e+01
Training Epoch 31 : 	 Train : 2.47137e-01 	 Res : 1.41051e-01 	 Jac : 4.60610e-02 	 Enc : 1.32449e-02 	 AE : 1.92233e-02 	 MSE : 2.75569e+01
Validation Epoch 31 : 	 Train : 1.40216e-01 	 Res : 5.14213e-02 	 Jac : 4.97431e-02 	 Enc : 9.48257e-03 	 AE : 1.32947e-02 	 MSE : 1.62741e+01
Training Epoch 31 finished, took current epoch 408.66s, cumulative time 12878.39s
Current Learning rate DEQ : 0.005
Current Learning rate AUTOENC : 0.01
Epoch 32, 25% 	 Loss : 2.8624e-01 	 Res : 9.4554e-02 	 Jac : 4.4294e-02 	 Enc : 1.1368e-02 	 AEnc : 1.1345e-01 	 MSE : 2.2567e+01
Epoch 32, 50% 	 Loss : 2.5440e-01 	 Res : 9.2731e-02 	 Jac : 5.1521e-02 	 Enc : 1.2099e-02 	 AEnc : 7.7738e-02 	 MSE : 2.0314e+01
Epoch 32, 75% 	 Loss : 3.1217e-01 	 Res : 1.7961e-01 	 Jac : 4.9130e-02 	 Enc : 1.2829e-02 	 AEnc : 4.4589e-02 	 MSE : 2.6016e+01
Training Epoch 32 : 	 Train : 2.94480e-01 	 Res : 1.23918e-01 	 Jac : 4.65297e-02 	 Enc : 1.22149e-02 	 AE : 8.81992e-02 	 MSE : 2.36177e+01
Validation Epoch 32 : 	 Train : 1.61553e-01 	 Res : 6.29880e-02 	 Jac : 4.86697e-02 	 Enc : 1.15030e-02 	 AE : 1.78488e-02 	 MSE : 2.05437e+01
Training Epoch 32 finished, took current epoch 429.54s, cumulative time 13307.91s
Current Learning rate DEQ : 0.005
Current Learning rate AUTOENC : 0.01
Epoch 33, 25% 	 Loss : 2.5433e-01 	 Res : 1.2090e-01 	 Jac : 4.4909e-02 	 Enc : 1.3750e-02 	 AEnc : 5.1936e-02 	 MSE : 2.2833e+01
Epoch 33, 50% 	 Loss : 1.6237e-01 	 Res : 7.4792e-02 	 Jac : 4.1640e-02 	 Enc : 9.7789e-03 	 AEnc : 1.6285e-02 	 MSE : 1.9871e+01
Epoch 33, 75% 	 Loss : 2.0618e-01 	 Res : 6.8493e-02 	 Jac : 4.0719e-02 	 Enc : 9.3256e-03 	 AEnc : 7.0396e-02 	 MSE : 1.7250e+01
Training Epoch 33 : 	 Train : 1.91714e-01 	 Res : 7.94338e-02 	 Jac : 4.26387e-02 	 Enc : 1.06072e-02 	 AE : 4.00774e-02 	 MSE : 1.89566e+01
Validation Epoch 33 : 	 Train : 1.16612e-01 	 Res : 5.18404e-02 	 Jac : 3.15305e-02 	 Enc : 8.28271e-03 	 AE : 2.29003e-03 	 MSE : 2.26686e+01
Training Epoch 33 finished, took current epoch 418.43s, cumulative time 13726.33s
Current Learning rate DEQ : 0.005
Current Learning rate AUTOENC : 0.01
Epoch 34, 25% 	 Loss : 2.8797e-01 	 Res : 1.8786e-01 	 Jac : 3.8694e-02 	 Enc : 1.1720e-02 	 AEnc : 2.0245e-02 	 MSE : 2.9452e+01
Epoch 34, 50% 	 Loss : 1.5719e-01 	 Res : 7.0444e-02 	 Jac : 3.8738e-02 	 Enc : 9.5822e-03 	 AEnc : 1.8557e-02 	 MSE : 1.9868e+01
Epoch 34, 75% 	 Loss : 2.0902e-01 	 Res : 1.0454e-01 	 Jac : 3.4473e-02 	 Enc : 9.0907e-03 	 AEnc : 3.5693e-02 	 MSE : 2.5224e+01
Training Epoch 34 : 	 Train : 2.08707e-01 	 Res : 1.15007e-01 	 Jac : 3.76305e-02 	 Enc : 9.66881e-03 	 AE : 2.23722e-02 	 MSE : 2.40283e+01
Validation Epoch 34 : 	 Train : 1.65416e-01 	 Res : 8.35930e-02 	 Jac : 3.01609e-02 	 Enc : 8.03555e-03 	 AE : 1.95667e-02 	 MSE : 2.40596e+01
Training Epoch 34 finished, took current epoch 399.19s, cumulative time 14125.51s
Current Learning rate DEQ : 0.005
Current Learning rate AUTOENC : 0.01
Epoch 35, 25% 	 Loss : 2.0100e-01 	 Res : 1.1485e-01 	 Jac : 3.5765e-02 	 Enc : 1.1682e-02 	 AEnc : 1.1512e-02 	 MSE : 2.7192e+01
Epoch 35, 50% 	 Loss : 2.3532e-01 	 Res : 1.2143e-01 	 Jac : 3.9950e-02 	 Enc : 1.0005e-02 	 AEnc : 3.7783e-02 	 MSE : 2.6155e+01
Epoch 35, 75% 	 Loss : 1.9705e-01 	 Res : 8.8696e-02 	 Jac : 4.1758e-02 	 Enc : 9.5135e-03 	 AEnc : 3.5207e-02 	 MSE : 2.1879e+01
Training Epoch 35 : 	 Train : 2.13212e-01 	 Res : 1.03277e-01 	 Jac : 3.99279e-02 	 Enc : 1.00596e-02 	 AE : 3.63627e-02 	 MSE : 2.35847e+01
Validation Epoch 35 : 	 Train : 2.33586e-01 	 Res : 8.77179e-02 	 Jac : 2.82620e-02 	 Enc : 7.26309e-03 	 AE : 8.89988e-02 	 MSE : 2.13440e+01
Training Epoch 35 finished, took current epoch 399.86s, cumulative time 14525.34s
Current Learning rate DEQ : 0.005
Current Learning rate AUTOENC : 0.01
Epoch 36, 25% 	 Loss : 2.9640e-01 	 Res : 8.5740e-02 	 Jac : 3.7039e-02 	 Enc : 9.3720e-03 	 AEnc : 1.4357e-01 	 MSE : 2.0678e+01
Epoch 36, 50% 	 Loss : 2.4833e-01 	 Res : 7.9439e-02 	 Jac : 4.3875e-02 	 Enc : 8.6128e-03 	 AEnc : 9.8598e-02 	 MSE : 1.7804e+01
Epoch 36, 75% 	 Loss : 3.5005e-01 	 Res : 1.2825e-01 	 Jac : 3.7279e-02 	 Enc : 1.0865e-02 	 AEnc : 1.5009e-01 	 MSE : 2.3564e+01
Training Epoch 36 : 	 Train : 2.63832e-01 	 Res : 8.96118e-02 	 Jac : 4.04077e-02 	 Enc : 9.32495e-03 	 AE : 1.05376e-01 	 MSE : 1.91109e+01
Validation Epoch 36 : 	 Train : 1.26726e-01 	 Res : 5.32599e-02 	 Jac : 3.06873e-02 	 Enc : 7.97708e-03 	 AE : 1.88178e-02 	 MSE : 1.59841e+01
Training Epoch 36 finished, took current epoch 435.37s, cumulative time 14960.66s
Current Learning rate DEQ : 0.005
Current Learning rate AUTOENC : 0.01
Epoch 37, 25% 	 Loss : 1.8726e-01 	 Res : 8.4360e-02 	 Jac : 3.9661e-02 	 Enc : 7.8125e-03 	 AEnc : 3.8331e-02 	 MSE : 1.7098e+01
Epoch 37, 50% 	 Loss : 2.2619e-01 	 Res : 9.6381e-02 	 Jac : 3.3491e-02 	 Enc : 8.8626e-03 	 AEnc : 6.5013e-02 	 MSE : 2.2441e+01
Epoch 37, 75% 	 Loss : 2.0672e-01 	 Res : 9.5877e-02 	 Jac : 3.7401e-02 	 Enc : 8.7687e-03 	 AEnc : 4.0708e-02 	 MSE : 2.3968e+01
Training Epoch 37 : 	 Train : 1.95353e-01 	 Res : 9.04800e-02 	 Jac : 3.64455e-02 	 Enc : 8.35424e-03 	 AE : 3.88602e-02 	 MSE : 2.12135e+01
Validation Epoch 37 : 	 Train : 1.10372e-01 	 Res : 5.34888e-02 	 Jac : 2.78038e-02 	 Enc : 6.64658e-03 	 AE : 2.42315e-03 	 MSE : 2.00094e+01
Training Epoch 37 finished, took current epoch 410.78s, cumulative time 15371.43s
Current Learning rate DEQ : 0.005
Current Learning rate AUTOENC : 0.01
Epoch 38, 25% 	 Loss : 1.6861e-01 	 Res : 9.6266e-02 	 Jac : 4.0076e-02 	 Enc : 7.5160e-03 	 AEnc : 4.6948e-03 	 MSE : 2.0058e+01
Epoch 38, 50% 	 Loss : 1.5354e-01 	 Res : 8.0219e-02 	 Jac : 3.4592e-02 	 Enc : 8.1090e-03 	 AEnc : 1.0141e-02 	 MSE : 2.0475e+01
Epoch 38, 75% 	 Loss : 1.1106e-01 	 Res : 4.9448e-02 	 Jac : 3.6730e-02 	 Enc : 6.8488e-03 	 AEnc : 3.0272e-03 	 MSE : 1.5004e+01
Training Epoch 38 : 	 Train : 1.53098e-01 	 Res : 7.93842e-02 	 Jac : 3.67694e-02 	 Enc : 7.62101e-03 	 AE : 1.05750e-02 	 MSE : 1.87488e+01
Validation Epoch 38 : 	 Train : 3.07850e-01 	 Res : 1.64579e-01 	 Jac : 4.75298e-02 	 Enc : 8.01636e-03 	 AE : 4.84296e-02 	 MSE : 3.92949e+01
Training Epoch 38 finished, took current epoch 458.19s, cumulative time 15829.61s
Current Learning rate DEQ : 0.005
Current Learning rate AUTOENC : 0.01
Epoch 39, 25% 	 Loss : 2.6684e-01 	 Res : 1.4315e-01 	 Jac : 3.5368e-02 	 Enc : 8.4524e-03 	 AEnc : 4.9484e-02 	 MSE : 3.0380e+01
Epoch 39, 50% 	 Loss : 2.6961e-01 	 Res : 1.7608e-01 	 Jac : 3.9239e-02 	 Enc : 1.0826e-02 	 AEnc : 1.3000e-02 	 MSE : 3.0469e+01
Epoch 39, 75% 	 Loss : 1.3436e-01 	 Res : 6.0054e-02 	 Jac : 3.7325e-02 	 Enc : 7.3334e-03 	 AEnc : 1.4400e-02 	 MSE : 1.5248e+01
Training Epoch 39 : 	 Train : 2.25075e-01 	 Res : 1.31504e-01 	 Jac : 3.70198e-02 	 Enc : 8.62166e-03 	 AE : 2.19062e-02 	 MSE : 2.60228e+01
Validation Epoch 39 : 	 Train : 1.24801e-01 	 Res : 6.75509e-02 	 Jac : 2.58742e-02 	 Enc : 7.23671e-03 	 AE : 1.02010e-02 	 MSE : 1.39378e+01
Training Epoch 39 finished, took current epoch 415.29s, cumulative time 16244.87s
Current Learning rate DEQ : 0.005
Current Learning rate AUTOENC : 0.01
Epoch 40, 25% 	 Loss : 1.5047e-01 	 Res : 7.9749e-02 	 Jac : 3.3913e-02 	 Enc : 7.2964e-03 	 AEnc : 1.1813e-02 	 MSE : 1.7701e+01
Epoch 40, 50% 	 Loss : 2.8683e-01 	 Res : 1.9563e-01 	 Jac : 3.5843e-02 	 Enc : 7.3278e-03 	 AEnc : 1.6387e-02 	 MSE : 3.1648e+01
Epoch 40, 75% 	 Loss : 2.6810e-01 	 Res : 1.5828e-01 	 Jac : 3.2154e-02 	 Enc : 1.0229e-02 	 AEnc : 3.6792e-02 	 MSE : 3.0642e+01
Training Epoch 40 : 	 Train : 2.14319e-01 	 Res : 1.25592e-01 	 Jac : 3.51274e-02 	 Enc : 8.21656e-03 	 AE : 2.04618e-02 	 MSE : 2.49211e+01
Validation Epoch 40 : 	 Train : 9.23669e-02 	 Res : 2.74235e-02 	 Jac : 3.11992e-02 	 Enc : 6.87194e-03 	 AE : 1.63812e-02 	 MSE : 1.04910e+01
Training Epoch 40 finished, took current epoch 411.71s, cumulative time 16656.55s
Current Learning rate DEQ : 0.005
Current Learning rate AUTOENC : 0.01
MODEL SAVED
Epoch 41, 25% 	 Loss : 4.0453e-01 	 Res : 1.8689e-01 	 Jac : 3.7126e-02 	 Enc : 1.0645e-02 	 AEnc : 1.4059e-01 	 MSE : 2.9268e+01
Epoch 41, 50% 	 Loss : 2.1599e-01 	 Res : 6.7496e-02 	 Jac : 3.8917e-02 	 Enc : 7.4875e-03 	 AEnc : 8.5796e-02 	 MSE : 1.6297e+01
Epoch 41, 75% 	 Loss : 1.9800e-01 	 Res : 5.1846e-02 	 Jac : 3.8691e-02 	 Enc : 6.0000e-03 	 AEnc : 8.8395e-02 	 MSE : 1.3064e+01
Training Epoch 41 : 	 Train : 2.45980e-01 	 Res : 9.61741e-02 	 Jac : 3.77988e-02 	 Enc : 7.44706e-03 	 AE : 8.45168e-02 	 MSE : 2.00433e+01
Validation Epoch 41 : 	 Train : 5.33931e-01 	 Res : 3.77976e-01 	 Jac : 5.43780e-02 	 Enc : 2.04977e-02 	 AE : 3.91178e-02 	 MSE : 4.19614e+01
Training Epoch 41 finished, took current epoch 485.82s, cumulative time 17142.35s
Current Learning rate DEQ : 0.005
Current Learning rate AUTOENC : 0.01
Epoch 42, 25% 	 Loss : 1.5987e-01 	 Res : 8.3274e-02 	 Jac : 3.2054e-02 	 Enc : 6.8666e-03 	 AEnc : 1.9554e-02 	 MSE : 1.8121e+01
Epoch 42, 50% 	 Loss : 1.6874e-01 	 Res : 9.2446e-02 	 Jac : 3.2680e-02 	 Enc : 5.9391e-03 	 AEnc : 1.2122e-02 	 MSE : 2.5554e+01
Epoch 42, 75% 	 Loss : 3.1398e-01 	 Res : 1.3153e-01 	 Jac : 3.5420e-02 	 Enc : 7.7064e-03 	 AEnc : 1.1312e-01 	 MSE : 2.6211e+01
Training Epoch 42 : 	 Train : 1.96674e-01 	 Res : 9.23348e-02 	 Jac : 3.35986e-02 	 Enc : 6.72701e-03 	 AE : 4.24102e-02 	 MSE : 2.16033e+01
Validation Epoch 42 : 	 Train : 1.90748e-01 	 Res : 8.32738e-02 	 Jac : 4.78386e-02 	 Enc : 7.64154e-03 	 AE : 4.42564e-02 	 MSE : 7.73811e+00
Training Epoch 42 finished, took current epoch 491.57s, cumulative time 17633.88s
Current Learning rate DEQ : 0.005
Current Learning rate AUTOENC : 0.01
Epoch 43, 25% 	 Loss : 1.3275e-01 	 Res : 5.3557e-02 	 Jac : 3.5445e-02 	 Enc : 7.0498e-03 	 AEnc : 2.2551e-02 	 MSE : 1.4147e+01
Epoch 43, 50% 	 Loss : 1.6677e-01 	 Res : 7.3841e-02 	 Jac : 3.1873e-02 	 Enc : 5.7619e-03 	 AEnc : 3.6570e-02 	 MSE : 1.8728e+01
Epoch 43, 75% 	 Loss : 1.4959e-01 	 Res : 8.1480e-02 	 Jac : 3.2461e-02 	 Enc : 5.4184e-03 	 AEnc : 1.0432e-02 	 MSE : 1.9800e+01
Training Epoch 43 : 	 Train : 1.77807e-01 	 Res : 8.29400e-02 	 Jac : 3.28018e-02 	 Enc : 6.28678e-03 	 AE : 3.58253e-02 	 MSE : 1.99530e+01
Validation Epoch 43 : 	 Train : 2.72450e-01 	 Res : 8.16713e-02 	 Jac : 4.08680e-02 	 Enc : 6.53785e-03 	 AE : 1.27879e-01 	 MSE : 1.54937e+01
Training Epoch 43 finished, took current epoch 426.33s, cumulative time 18060.18s
Current Learning rate DEQ : 0.005
Current Learning rate AUTOENC : 0.01
Epoch 44, 25% 	 Loss : 2.0185e-01 	 Res : 9.5826e-02 	 Jac : 3.2427e-02 	 Enc : 6.1195e-03 	 AEnc : 4.5489e-02 	 MSE : 2.1988e+01
Epoch 44, 50% 	 Loss : 1.2411e-01 	 Res : 5.3204e-02 	 Jac : 3.2693e-02 	 Enc : 5.9548e-03 	 AEnc : 1.5134e-02 	 MSE : 1.7125e+01
Epoch 44, 75% 	 Loss : 1.2537e-01 	 Res : 6.4530e-02 	 Jac : 3.2229e-02 	 Enc : 5.8253e-03 	 AEnc : 6.3537e-03 	 MSE : 1.6431e+01
Training Epoch 44 : 	 Train : 1.47747e-01 	 Res : 7.04199e-02 	 Jac : 3.26598e-02 	 Enc : 5.89929e-03 	 AE : 2.07433e-02 	 MSE : 1.80246e+01
Validation Epoch 44 : 	 Train : 3.48909e-01 	 Res : 1.74008e-01 	 Jac : 4.07060e-02 	 Enc : 5.31233e-03 	 AE : 9.81063e-02 	 MSE : 3.07759e+01
Training Epoch 44 finished, took current epoch 452.00s, cumulative time 18512.17s
Current Learning rate DEQ : 0.005
Current Learning rate AUTOENC : 0.01
Epoch 45, 25% 	 Loss : 2.1848e-01 	 Res : 1.2885e-01 	 Jac : 2.8961e-02 	 Enc : 5.7739e-03 	 AEnc : 3.0008e-02 	 MSE : 2.4884e+01
Epoch 45, 50% 	 Loss : 1.3183e-01 	 Res : 6.3993e-02 	 Jac : 3.0107e-02 	 Enc : 5.5900e-03 	 AEnc : 1.0359e-02 	 MSE : 2.1781e+01
Epoch 45, 75% 	 Loss : 1.7832e-01 	 Res : 9.7400e-02 	 Jac : 3.3195e-02 	 Enc : 5.6590e-03 	 AEnc : 1.9162e-02 	 MSE : 2.2906e+01
Training Epoch 45 : 	 Train : 2.25363e-01 	 Res : 1.43088e-01 	 Jac : 3.21128e-02 	 Enc : 6.47842e-03 	 AE : 1.80576e-02 	 MSE : 2.56269e+01
Validation Epoch 45 : 	 Train : 1.00427e-01 	 Res : 4.16091e-02 	 Jac : 3.48048e-02 	 Enc : 5.11150e-03 	 AE : 4.09367e-03 	 MSE : 1.48083e+01
Training Epoch 45 finished, took current epoch 414.91s, cumulative time 18927.06s
Current Learning rate DEQ : 0.005
Current Learning rate AUTOENC : 0.01
Epoch 46, 25% 	 Loss : 1.9807e-01 	 Res : 1.1707e-01 	 Jac : 3.6727e-02 	 Enc : 6.5560e-03 	 AEnc : 1.1912e-02 	 MSE : 2.5803e+01
Epoch 46, 50% 	 Loss : 1.4049e-01 	 Res : 6.7741e-02 	 Jac : 3.1598e-02 	 Enc : 5.6936e-03 	 AEnc : 1.4072e-02 	 MSE : 2.1381e+01
Epoch 46, 75% 	 Loss : 1.7757e-01 	 Res : 7.6327e-02 	 Jac : 3.2903e-02 	 Enc : 5.7105e-03 	 AEnc : 4.3609e-02 	 MSE : 1.9016e+01
Training Epoch 46 : 	 Train : 3.33821e-01 	 Res : 2.31134e-01 	 Jac : 3.85386e-02 	 Enc : 7.19374e-03 	 AE : 3.09474e-02 	 MSE : 2.60066e+01
Validation Epoch 46 : 	 Train : 2.76973e-01 	 Res : 1.07418e-01 	 Jac : 2.71418e-02 	 Enc : 6.21992e-03 	 AE : 1.18178e-01 	 MSE : 1.80151e+01
Training Epoch 46 finished, took current epoch 413.02s, cumulative time 19340.05s
Current Learning rate DEQ : 0.005
Current Learning rate AUTOENC : 0.01
Epoch 47, 25% 	 Loss : 3.2382e-01 	 Res : 1.2829e-01 	 Jac : 3.6260e-02 	 Enc : 7.4644e-03 	 AEnc : 1.2724e-01 	 MSE : 2.4569e+01
Epoch 47, 50% 	 Loss : 3.1548e-01 	 Res : 2.2642e-01 	 Jac : 3.2496e-02 	 Enc : 9.5571e-03 	 AEnc : 1.6444e-02 	 MSE : 3.0558e+01
Epoch 47, 75% 	 Loss : 1.8665e-01 	 Res : 9.1664e-02 	 Jac : 3.3466e-02 	 Enc : 5.3057e-03 	 AEnc : 2.9589e-02 	 MSE : 2.6628e+01
Training Epoch 47 : 	 Train : 2.45214e-01 	 Res : 1.27741e-01 	 Jac : 3.43181e-02 	 Enc : 6.79228e-03 	 AE : 5.09424e-02 	 MSE : 2.54201e+01
Validation Epoch 47 : 	 Train : 1.79946e-01 	 Res : 5.81363e-02 	 Jac : 3.80111e-02 	 Enc : 3.60241e-03 	 AE : 5.59631e-02 	 MSE : 2.42335e+01
Training Epoch 47 finished, took current epoch 402.83s, cumulative time 19742.84s
Current Learning rate DEQ : 0.005
Current Learning rate AUTOENC : 0.01
Epoch 48, 25% 	 Loss : 1.3260e-01 	 Res : 6.1689e-02 	 Jac : 3.0464e-02 	 Enc : 4.8429e-03 	 AEnc : 1.6024e-02 	 MSE : 1.9581e+01
Epoch 48, 50% 	 Loss : 2.1361e-01 	 Res : 1.3503e-01 	 Jac : 3.0566e-02 	 Enc : 5.8403e-03 	 AEnc : 1.8239e-02 	 MSE : 2.3936e+01
